sgRNA	Gene	t0	iPSC_t10_1	iPSC_t10_2
RCVRN_+_9808421.23-P1P2_h1_Top5	RCVRN	928.0	1791.0	2686.0
RCVRN_-_9808512.23-P1P2_h1_Top5	RCVRN	918.0	2229.0	1974.0
RCVRN_-_9808584.23-P1P2_h1_Top5	RCVRN	781.0	1814.0	2154.0
RDH12_+_68189384.23-P1P2_h1_Top5	RDH12	1912.0	5690.0	5487.0
RDH12_+_68189400.23-P1P2_h1_Top5	RDH12	2304.0	5728.0	6028.0
RDH12_+_68189715.23-P1P2_h1_Top5	RDH12	2947.0	5934.0	6894.0
RDH12_-_68189276.23-P1P2_h1_Top5	RDH12	298.0	1196.0	1088.0
RDH12_-_68189674.23-P1P2_h1_Top5	RDH12	2117.0	4371.0	5347.0
RDH13_+_55574459.23-P1_h1_Top5	RDH13_P1	2052.0	5179.0	5435.0
RDH13_+_55580854.23-P2_h1_Top5	RDH13_P2	1346.0	3716.0	3178.0
RDH13_+_55580857.23-P2_h1_Top5	RDH13_P2	1899.0	4414.0	4425.0
RDH13_-_55574432.23-P1_h1_Top5	RDH13_P1	2291.0	4983.0	5117.0
RDH13_-_55574436.23-P1_h1_Top5	RDH13_P1	1566.0	2876.0	3256.0
RDH13_-_55574478.23-P1_h1_Top5	RDH13_P1	1456.0	1736.0	2118.0
RDH13_-_55574502.23-P1_h1_Top5	RDH13_P1	1708.0	2920.0	3623.0
RDH13_-_55580388.23-P2_h1_Top5	RDH13_P2	1716.0	5073.0	4447.0
RDH13_-_55580828.23-P2_h1_Top5	RDH13_P2	255.0	523.0	614.0
RDH13_-_55580864.23-P2_h1_Top5	RDH13_P2	4256.0	8284.0	8906.0
RDH14_+_18741501.23-P1P2_h1_Top5	RDH14	2370.0	5788.0	6260.0
RDH14_+_18741620.23-P1P2_h1_Top5	RDH14	3103.0	7086.0	7320.0
RDH14_+_18741677.23-P1P2_h1_Top5	RDH14	2324.0	6567.0	5903.0
RDH14_+_18741900.23-P1P2_h1_Top5	RDH14	684.0	1278.0	1253.0
RDH14_-_18741934.23-P1P2_h1_Top5	RDH14	1300.0	2884.0	2752.0
RDH5_+_56114174.23-P1P2_h1_Top5	RDH5	1093.0	1773.0	2285.0
RDH5_-_56114211.23-P1P2_h1_Top5	RDH5	1121.0	2181.0	2755.0
RDH5_-_56114214.23-P1P2_h1_Top5	RDH5	2389.0	6553.0	5913.0
RDH5_-_56114444.23-P1P2_h1_Top5	RDH5	703.0	610.0	933.0
RDH5_-_56114600.23-P1P2_h1_Top5	RDH5	1012.0	2226.0	2257.0
RDH8_+_10124185.23-P1P2_h1_Top5	RDH8	1542.0	5110.0	5057.0
RDH8_-_10124161.23-P1P2_h1_Top5	RDH8	2128.0	5391.0	4897.0
RDH8_-_10124166.23-P1P2_h1_Top5	RDH8	2075.0	5587.0	6042.0
RDH8_-_10124176.23-P1P2_h1_Top5	RDH8	1043.0	3369.0	2599.0
RDH8_-_10124230.23-P1P2_h1_Top5	RDH8	1984.0	4100.0	4986.0
RDX_+_110167318.23-P1P2_h1_Top5	RDX	1439.0	3438.0	3205.0
RDX_+_110167330.23-P1P2_h1_Top5	RDX	1333.0	2917.0	2918.0
RDX_-_110166897.23-P1P2_h1_Top5	RDX	1354.0	2479.0	2919.0
RDX_-_110166909.23-P1P2_h1_Top5	RDX	46.0	371.0	220.0
RDX_-_110167265.23-P1P2_h1_Top5	RDX	1776.0	5036.0	3835.0
REG1A_+_79348065.23-P1P2_h1_Top5	REG1A	1232.0	2936.0	3558.0
REG1A_-_79347608.23-P1P2_h1_Top5	REG1A	2175.0	5265.0	5362.0
REG1A_-_79347640.23-P1P2_h1_Top5	REG1A	1701.0	3296.0	3653.0
REG1A_-_79347850.23-P1P2_h1_Top5	REG1A	1524.0	4930.0	4620.0
REG1A_-_79347869.23-P1P2_h1_Top5	REG1A	3776.0	9006.0	9140.0
RENBP_+_153210023.23-P1P2_h1_Top5	RENBP	458.0	746.0	672.0
RENBP_+_153210027.23-P1P2_h1_Top5	RENBP	1658.0	2786.0	2624.0
RENBP_+_153210051.23-P1P2_h1_Top5	RENBP	1988.0	4038.0	4774.0
RENBP_+_153210072.23-P1P2_h1_Top5	RENBP	1336.0	3338.0	3725.0
RENBP_-_153209720.23-P1P2_h1_Top5	RENBP	2463.0	7390.0	6692.0
REN_+_204135200.23-P1P2_h1_Top5	REN	1659.0	4093.0	4779.0
REN_-_204135064.23-P1P2_h1_Top5	REN	2307.0	4970.0	5103.0
REN_-_204135359.23-P1P2_h1_Top5	REN	2797.0	6108.0	5848.0
REN_-_204135438.23-P1P2_h1_Top5	REN	1722.0	4710.0	4533.0
REN_-_204135460.23-P1P2_h1_Top5	REN	746.0	1725.0	2070.0
RETSAT_+_85581239.23-P1P2_h1_Top5	RETSAT	1162.0	1736.0	2453.0
RETSAT_+_85581363.23-P1P2_h1_Top5	RETSAT	2852.0	7706.0	6620.0
RETSAT_+_85581624.23-P1P2_h1_Top5	RETSAT	492.0	976.0	1087.0
RETSAT_+_85581678.23-P1P2_h1_Top5	RETSAT	2200.0	6060.0	4966.0
RETSAT_-_85581272.23-P1P2_h1_Top5	RETSAT	2014.0	6591.0	5664.0
RET_+_43572526.23-P1_h1_Top5	RET_P1	540.0	1373.0	1932.0
RET_+_43572556.23-P1_h1_Top5	RET_P1	2549.0	5170.0	5188.0
RET_+_43572575.23-P1_h1_Top5	RET_P1	1576.0	2731.0	2606.0
RET_+_43572860.23-P1_h1_Top5	RET_P1	1188.0	2886.0	2510.0
RET_+_43600290.23-P2_h1_Top5	RET_P2	3206.0	6810.0	7286.0
RET_+_43600615.23-P2_h1_Top5	RET_P2	957.0	2877.0	3061.0
RET_+_43600686.23-P2_h1_Top5	RET_P2	261.0	1155.0	1150.0
RET_-_43572536.23-P1_h1_Top5	RET_P1	1105.0	2637.0	2194.0
RET_-_43600274.23-P2_h1_Top5	RET_P2	1388.0	3276.0	3540.0
RET_-_43600278.23-P2_h1_Top5	RET_P2	900.0	2907.0	2778.0
RFK_+_79008960.23-P1P2_h1_Top5	RFK	627.0	1330.0	1209.0
RFK_+_79009263.23-P1P2_h1_Top5	RFK	1492.0	4276.0	4116.0
RFK_+_79009270.23-P1P2_h1_Top5	RFK	1554.0	4052.0	4480.0
RFK_+_79009281.23-P1P2_h1_Top5	RFK	1367.0	3428.0	3086.0
RFK_-_79009318.23-P1P2_h1_Top5	RFK	1873.0	4272.0	4871.0
RIOK1_+_7390080.23-P1P2_h1_Top5	RIOK1	22.0	681.0	470.0
RIOK1_+_7390314.23-P1P2_h1_Top5	RIOK1	246.0	8.0	59.0
RIOK1_-_7390114.23-P1P2_h1_Top5	RIOK1	58.0	242.0	109.0
RIOK1_-_7390405.23-P1P2_h1_Top5	RIOK1	313.0	922.0	842.0
RIOK2_+_96518889.23-P1P2_h1_Top5	RIOK2	149.0	573.0	331.0
RIOK2_+_96518902.23-P1P2_h1_Top5	RIOK2	115.0	393.0	404.0
RIOK2_+_96518912.23-P1P2_h1_Top5	RIOK2	5.0	228.0	72.0
RIOK2_+_96518986.23-P1P2_h1_Top5	RIOK2	135.0	12.0	32.0
RIOK2_-_96518949.23-P1P2_h1_Top5	RIOK2	69.0	1095.0	1066.0
RIOK3_+_21033325.23-P1P2_h1_Top5	RIOK3	1535.0	2566.0	2853.0
RIOK3_+_21033328.23-P1P2_h1_Top5	RIOK3	770.0	848.0	1216.0
RIOK3_-_21033300.23-P1P2_h1_Top5	RIOK3	1616.0	2901.0	2112.0
RIOK3_-_21033647.23-P1P2_h1_Top5	RIOK3	2678.0	4807.0	5073.0
RIOK3_-_21033673.23-P1P2_h1_Top5	RIOK3	1801.0	2636.0	2556.0
RIPK1_+_3064184.23-P2_h1_Top5	RIPK1_P2	1714.0	4670.0	5046.0
RIPK1_+_3068801.23-P1_h1_Top5	RIPK1_P1	1089.0	2585.0	2729.0
RIPK1_+_3069245.23-P1_h1_Top5	RIPK1_P1	2649.0	6361.0	6584.0
RIPK1_-_3064202.23-P2_h1_Top5	RIPK1_P2	582.0	860.0	747.0
RIPK1_-_3064211.23-P2_h1_Top5	RIPK1_P2	2560.0	5706.0	5689.0
RIPK1_-_3064286.23-P2_h1_Top5	RIPK1_P2	1425.0	3625.0	3323.0
RIPK1_-_3064289.23-P2_h1_Top5	RIPK1_P2	1649.0	3937.0	4292.0
RIPK1_-_3068799.23-P1_h1_Top5	RIPK1_P1	909.0	2608.0	2023.0
RIPK1_-_3069149.23-P1_h1_Top5	RIPK1_P1	783.0	2523.0	2924.0
RIPK1_-_3069240.23-P1_h1_Top5	RIPK1_P1	1873.0	4535.0	4297.0
RIPK2_+_90770127.23-P1P2_h1_Top5	RIPK2	228.0	643.0	447.0
RIPK2_+_90770141.23-P1P2_h1_Top5	RIPK2	539.0	1082.0	1354.0
RIPK2_+_90770318.23-P1P2_h1_Top5	RIPK2	3352.0	7180.0	6531.0
RIPK2_+_90770447.23-P1P2_h1_Top5	RIPK2	443.0	361.0	386.0
RIPK2_-_90770465.23-P1P2_h1_Top5	RIPK2	1261.0	2592.0	3199.0
RIPK3_+_24808765.23-P1P2_h1_Top5	RIPK3	914.0	1913.0	1690.0
RIPK3_+_24808862.23-P1P2_h1_Top5	RIPK3	2288.0	5466.0	5433.0
RIPK3_-_24808785.23-P1P2_h1_Top5	RIPK3	731.0	2004.0	2207.0
RIPK3_-_24808791.23-P1P2_h1_Top5	RIPK3	2635.0	8213.0	9867.0
RIPK3_-_24809163.23-P1P2_h1_Top5	RIPK3	1998.0	5199.0	5239.0
RIPK4_+_43186762.23-P1P2_h1_Top5	RIPK4	1899.0	1287.0	1354.0
RIPK4_+_43187115.23-P1P2_h1_Top5	RIPK4	1969.0	2425.0	2324.0
RIPK4_+_43187173.23-P1P2_h1_Top5	RIPK4	1318.0	1857.0	2986.0
RIPK4_+_43187193.23-P1P2_h1_Top5	RIPK4	1620.0	4036.0	3549.0
RIPK4_-_43187180.23-P1P2_h1_Top5	RIPK4	1340.0	1738.0	1373.0
RLBP1_+_89764782.23-P1P2_h1_Top5	RLBP1	961.0	3039.0	2429.0
RLBP1_+_89764785.23-P1P2_h1_Top5	RLBP1	1397.0	3203.0	4227.0
RLBP1_+_89764796.23-P1P2_h1_Top5	RLBP1	1777.0	3765.0	3662.0
RLBP1_+_89764803.23-P1P2_h1_Top5	RLBP1	728.0	1524.0	1289.0
RLBP1_+_89764834.23-P1P2_h1_Top5	RLBP1	2203.0	5144.0	4910.0
RNASE2_+_21424066.23-P1P2_h1_Top5	RNASE2	2487.0	5976.0	5514.0
RNASE2_-_21423687.23-P1P2_h1_Top5	RNASE2	1069.0	2684.0	2423.0
RNASE2_-_21423694.23-P1P2_h1_Top5	RNASE2	2061.0	3774.0	5389.0
RNASE2_-_21423740.23-P1P2_h1_Top5	RNASE2	1985.0	4378.0	5004.0
RNASE2_-_21423896.23-P1P2_h1_Top5	RNASE2	1368.0	3281.0	3150.0
RNASE3_+_21359960.23-P1P2_h1_Top5	RNASE3	2136.0	3807.0	4297.0
RNASE3_+_21359982.23-P1P2_h1_Top5	RNASE3	1842.0	3646.0	3920.0
RNASE3_+_21359986.23-P1P2_h1_Top5	RNASE3	1418.0	3713.0	2928.0
RNASE3_-_21359811.23-P1P2_h1_Top5	RNASE3	1243.0	3173.0	3305.0
RNASE3_-_21359955.23-P1P2_h1_Top5	RNASE3	1980.0	3316.0	3893.0
RNASE4_+_21152724.23-P1P2_h1_Top5	RNASE4	1393.0	4177.0	4144.0
RNASE4_+_21152942.23-P1P2_h1_Top5	RNASE4	1307.0	2830.0	3543.0
RNASE4_+_21153194.23-P1P2_h1_Top5	RNASE4	1496.0	3622.0	4456.0
RNASE4_-_21153201.23-P1P2_h1_Top5	RNASE4	1377.0	3274.0	3606.0
RNASE4_-_21153211.23-P1P2_h1_Top5	RNASE4	511.0	745.0	904.0
RNASEL_+_182558346.23-P1P2_h1_Top5	RNASEL	2340.0	5584.0	6031.0
RNASEL_+_182558365.23-P1P2_h1_Top5	RNASEL	843.0	2040.0	1973.0
RNASEL_-_182558138.23-P1P2_h1_Top5	RNASEL	2995.0	6394.0	7114.0
RNASEL_-_182558152.23-P1P2_h1_Top5	RNASEL	2061.0	6346.0	6215.0
RNASEL_-_182558334.23-P1P2_h1_Top5	RNASEL	3615.0	7936.0	9125.0
RNGTT_+_89673250.23-P1P2_h1_Top5	RNGTT	127.0	653.0	796.0
RNGTT_+_89673254.23-P1P2_h1_Top5	RNGTT	97.0	576.0	218.0
RNGTT_-_89673106.23-P1P2_h1_Top5	RNGTT	228.0	133.0	245.0
RNGTT_-_89673280.23-P1P2_h1_Top5	RNGTT	103.0	452.0	484.0
RNGTT_-_89673283.23-P1P2_h1_Top5	RNGTT	46.0	222.0	328.0
ROCK1_-_18691281.23-P1P2_h1_Top5	ROCK1	1021.0	2866.0	3593.0
ROCK1_-_18691378.23-P1P2_h1_Top5	ROCK1	1262.0	3042.0	3045.0
ROCK1_-_18691680.23-P1P2_h1_Top5	ROCK1	780.0	2309.0	2236.0
ROCK1_-_18691698.23-P1P2_h1_Top5	ROCK1	1499.0	3295.0	3778.0
ROCK1_-_18691767.23-P1P2_h1_Top5	ROCK1	4754.0	10127.0	11152.0
ROCK2_+_11484269.23-P1P2_h1_Top5	ROCK2	2106.0	5717.0	6454.0
ROCK2_+_11484687.23-P1P2_h1_Top5	ROCK2	2614.0	5723.0	5504.0
ROCK2_+_11484706.23-P1P2_h1_Top5	ROCK2	2168.0	4469.0	5552.0
ROCK2_+_11484752.23-P1P2_h1_Top5	ROCK2	1107.0	1831.0	1762.0
ROCK2_-_11484367.23-P1P2_h1_Top5	ROCK2	1413.0	887.0	864.0
ROR1_+_64239737.23-P1P2_h1_Top5	ROR1	436.0	1340.0	1480.0
ROR1_+_64240173.23-P1P2_h1_Top5	ROR1	1611.0	4205.0	4653.0
ROR1_-_64239678.23-P1P2_h1_Top5	ROR1	1198.0	2952.0	2979.0
ROR1_-_64239704.23-P1P2_h1_Top5	ROR1	1356.0	4286.0	3662.0
ROR1_-_64239913.23-P1P2_h1_Top5	ROR1	3010.0	6514.0	6155.0
ROR2_+_94712030.23-P1P2_h1_Top5	ROR2	605.0	2313.0	1724.0
ROR2_+_94712390.23-P1P2_h1_Top5	ROR2	1130.0	1892.0	1566.0
ROR2_-_94712079.23-P1P2_h1_Top5	ROR2	1727.0	5073.0	5104.0
ROR2_-_94712082.23-P1P2_h1_Top5	ROR2	1171.0	1942.0	1720.0
ROR2_-_94712437.23-P1P2_h1_Top5	ROR2	2536.0	6371.0	7227.0
RORA_+_61521246.23-ENST00000335670.6_h1_Top5	RORA_ENST00000335670.6	1337.0	2303.0	2485.0
RORA_-_61521289.23-ENST00000335670.6_h1_Top5	RORA_ENST00000335670.6	1360.0	3073.0	3200.0
RORA_-_61521637.23-ENST00000335670.6_h1_Top5	RORA_ENST00000335670.6	1737.0	3552.0	3985.0
RORA_-_61521640.23-ENST00000335670.6_h1_Top5	RORA_ENST00000335670.6	1271.0	2114.0	2285.0
RORA_-_61521672.23-ENST00000335670.6_h1_Top5	RORA_ENST00000335670.6	1069.0	1401.0	1208.0
ROS1_+_117746571.23-P1P2_h1_Top5	ROS1	3358.0	8074.0	7476.0
ROS1_+_117746582.23-P1P2_h1_Top5	ROS1	4217.0	11635.0	11487.0
ROS1_+_117746961.23-P1P2_h1_Top5	ROS1	3537.0	10692.0	9854.0
ROS1_+_117746996.23-P1P2_h1_Top5	ROS1	2114.0	4312.0	4728.0
ROS1_-_117746762.23-P1P2_h1_Top5	ROS1	1643.0	4505.0	4754.0
RPIA_+_88991242.23-P1P2_h1_Top5	RPIA	1943.0	4540.0	4986.0
RPIA_-_88991373.23-P1P2_h1_Top5	RPIA	2444.0	4140.0	5304.0
RPIA_-_88991376.23-P1P2_h1_Top5	RPIA	91.0	327.0	702.0
RPIA_-_88991501.23-P1P2_h1_Top5	RPIA	1227.0	2222.0	2149.0
RPIA_-_88991603.23-P1P2_h1_Top5	RPIA	1048.0	2544.0	2737.0
RPS6KA1_+_26856736.23-P2_h1_Top5	RPS6KA1_P2	887.0	3181.0	3096.0
RPS6KA1_+_26872412.23-P1_h1_Top5	RPS6KA1_P1	3052.0	5720.0	5886.0
RPS6KA1_+_26872431.23-P1_h1_Top5	RPS6KA1_P1	1057.0	2634.0	2132.0
RPS6KA1_-_26856271.23-P2_h1_Top5	RPS6KA1_P2	1399.0	2663.0	2783.0
RPS6KA1_-_26856314.23-P2_h1_Top5	RPS6KA1_P2	111.0	461.0	287.0
RPS6KA1_-_26856533.23-P2_h1_Top5	RPS6KA1_P2	712.0	1991.0	1196.0
RPS6KA1_-_26856712.23-P2_h1_Top5	RPS6KA1_P2	1385.0	2209.0	2546.0
RPS6KA1_-_26872423.23-P1_h1_Top5	RPS6KA1_P1	2727.0	5724.0	6781.0
RPS6KA1_-_26872747.23-P1_h1_Top5	RPS6KA1_P1	2000.0	4465.0	4281.0
RPS6KA1_-_26872758.23-P1_h1_Top5	RPS6KA1_P1	664.0	1541.0	1807.0
RPS6KA2_+_167040194.23-P1P2_h1_Top5	RPS6KA2	823.0	1113.0	975.0
RPS6KA2_+_167040304.23-P1P2_h1_Top5	RPS6KA2	2683.0	6109.0	5859.0
RPS6KA2_+_167040728.23-P1P2_h1_Top5	RPS6KA2	928.0	2943.0	2517.0
RPS6KA2_-_167040333.23-P1P2_h1_Top5	RPS6KA2	2252.0	498.0	568.0
RPS6KA2_-_167040666.23-P1P2_h1_Top5	RPS6KA2	325.0	649.0	1002.0
RPS6KA3_+_20284908.23-P1P2_h1_Top5	RPS6KA3	591.0	1067.0	1000.0
RPS6KA3_+_20284937.23-P1P2_h1_Top5	RPS6KA3	1038.0	2237.0	2469.0
RPS6KA3_-_20284594.23-P1P2_h1_Top5	RPS6KA3	1781.0	2979.0	3006.0
RPS6KA3_-_20284919.23-P1P2_h1_Top5	RPS6KA3	1700.0	4868.0	4306.0
RPS6KA3_-_20285005.23-P1P2_h1_Top5	RPS6KA3	1644.0	3890.0	3620.0
RPS6KA4_+_64126701.23-P1P2_h1_Top5	RPS6KA4	1277.0	4783.0	3936.0
RPS6KA4_+_64127018.23-P1P2_h1_Top5	RPS6KA4	34.0	301.0	378.0
RPS6KA4_+_64127052.23-P1P2_h1_Top5	RPS6KA4	1050.0	2772.0	1905.0
RPS6KA4_-_64126660.23-P1P2_h1_Top5	RPS6KA4	1569.0	3518.0	4637.0
RPS6KA4_-_64126713.23-P1P2_h1_Top5	RPS6KA4	2439.0	5346.0	4985.0
RPS6KA5_+_91526931.23-P1P2_h1_Top5	RPS6KA5	1237.0	3112.0	2754.0
RPS6KA5_+_91526950.23-P1P2_h1_Top5	RPS6KA5	1767.0	2803.0	3230.0
RPS6KA5_+_91526956.23-P1P2_h1_Top5	RPS6KA5	4275.0	10396.0	10585.0
RPS6KA5_-_91526887.23-P1P2_h1_Top5	RPS6KA5	836.0	2305.0	2321.0
RPS6KA5_-_91526900.23-P1P2_h1_Top5	RPS6KA5	2312.0	4704.0	4513.0
RPS6KA6_+_83443137.23-P1P2_h1_Top5	RPS6KA6	1099.0	2458.0	2596.0
RPS6KA6_+_83443152.23-P1P2_h1_Top5	RPS6KA6	2317.0	5074.0	5263.0
RPS6KA6_+_83443191.23-P1P2_h1_Top5	RPS6KA6	2672.0	6256.0	7606.0
RPS6KA6_-_83442779.23-P1P2_h1_Top5	RPS6KA6	15.0	137.0	128.0
RPS6KA6_-_83443071.23-P1P2_h1_Top5	RPS6KA6	1182.0	3080.0	2213.0
RPS6KB1_+_57970498.23-P1P2_h1_Top5	RPS6KB1	503.0	134.0	319.0
RPS6KB1_+_57970582.23-P1P2_h1_Top5	RPS6KB1	1912.0	905.0	816.0
RPS6KB1_-_57970507.23-P1P2_h1_Top5	RPS6KB1	1849.0	1159.0	1461.0
RPS6KB1_-_57970510.23-P1P2_h1_Top5	RPS6KB1	719.0	516.0	603.0
RPS6KB1_-_57970559.23-P1P2_h1_Top5	RPS6KB1	962.0	1111.0	1462.0
RPS6KB2_+_67195953.23-P1P2_h1_Top5	RPS6KB2	1234.0	3345.0	3178.0
RPS6KB2_+_67196335.23-P1P2_h1_Top5	RPS6KB2	1130.0	2214.0	2175.0
RPS6KB2_+_67196434.23-P1P2_h1_Top5	RPS6KB2	241.0	1044.0	790.0
RPS6KB2_-_67195987.23-P1P2_h1_Top5	RPS6KB2	1471.0	2926.0	2963.0
RPS6KB2_-_67196161.23-P1P2_h1_Top5	RPS6KB2	856.0	895.0	775.0
RPS6KC1_+_213224613.23-P1P2_h1_Top5	RPS6KC1	207.0	772.0	813.0
RPS6KC1_+_213224641.23-P1P2_h1_Top5	RPS6KC1	1264.0	2140.0	2421.0
RPS6KC1_+_213224657.23-P1P2_h1_Top5	RPS6KC1	1631.0	3615.0	3771.0
RPS6KC1_+_213224690.23-P1P2_h1_Top5	RPS6KC1	859.0	1858.0	1650.0
RPS6KC1_+_213224698.23-P1P2_h1_Top5	RPS6KC1	833.0	1828.0	1767.0
RPS6KL1_+_75389876.23-P1P2_h1_Top5	RPS6KL1	799.0	2527.0	1877.0
RPS6KL1_+_75389921.23-P1P2_h1_Top5	RPS6KL1	2205.0	4638.0	4727.0
RPS6KL1_+_75389935.23-P1P2_h1_Top5	RPS6KL1	954.0	2100.0	2825.0
RPS6KL1_-_75389910.23-P1P2_h1_Top5	RPS6KL1	1558.0	3092.0	3832.0
RPS6KL1_-_75389934.23-P1P2_h1_Top5	RPS6KL1	2516.0	6143.0	6213.0
RSL24D1_+_55488725.23-P1P2_h1_Top5	RSL24D1	132.0	134.0	316.0
RSL24D1_-_55488741.23-P1P2_h1_Top5	RSL24D1	178.0	892.0	735.0
RSL24D1_-_55488847.23-P1P2_h1_Top5	RSL24D1	126.0	447.0	549.0
RSL24D1_-_55489054.23-P1P2_h1_Top5	RSL24D1	576.0	585.0	367.0
RTCA_+_100731796.23-P1P2_h1_Top5	RTCA	906.0	2575.0	2251.0
RTCA_-_100731784.23-P1P2_h1_Top5	RTCA	1106.0	2647.0	2646.0
RTCA_-_100731838.23-P1P2_h1_Top5	RTCA	1526.0	3755.0	3992.0
RTCA_-_100732018.23-P1P2_h1_Top5	RTCA	1362.0	3925.0	4449.0
RTCA_-_100732189.23-P1P2_h1_Top5	RTCA	1058.0	3994.0	3727.0
RXRA_+_137218484.23-P1P2_h1_Top5	RXRA	2324.0	6954.0	8043.0
RXRA_-_137218681.23-P1P2_h1_Top5	RXRA	799.0	3137.0	3042.0
RXRA_-_137218769.23-P1P2_h1_Top5	RXRA	847.0	264.0	557.0
RXRA_-_137218786.23-P1P2_h1_Top5	RXRA	1994.0	6287.0	5526.0
RXRA_-_137218789.23-P1P2_h1_Top5	RXRA	3615.0	12184.0	13899.0
RXRB_+_33168184.23-P1P2_h1_Top5	RXRB	3135.0	1569.0	1462.0
RXRB_+_33168378.23-P1P2_h1_Top5	RXRB	1808.0	1972.0	2318.0
RXRB_+_33168411.23-P1P2_h1_Top5	RXRB	3256.0	8843.0	8585.0
RXRB_-_33167833.23-P1P2_h1_Top5	RXRB	1480.0	4732.0	4572.0
RXRB_-_33168450.23-P1P2_h1_Top5	RXRB	4095.0	3489.0	3176.0
RXRG_+_165413902.23-P1P2_h1_Top5	RXRG	812.0	2124.0	1920.0
RXRG_+_165414304.23-P1P2_h1_Top5	RXRG	4375.0	9932.0	10940.0
RXRG_-_165414269.23-P1P2_h1_Top5	RXRG	902.0	905.0	1229.0
RXRG_-_165414297.23-P1P2_h1_Top5	RXRG	531.0	1620.0	1222.0
RXRG_-_165414315.23-P1P2_h1_Top5	RXRG	366.0	1128.0	911.0
RYK_+_133969666.23-P1P2_h1_Top5	RYK	2658.0	6480.0	7009.0
RYK_+_133969669.23-P1P2_h1_Top5	RYK	1654.0	4633.0	4853.0
RYK_+_133969686.23-P1P2_h1_Top5	RYK	278.0	146.0	92.0
RYK_-_133969297.23-P1P2_h1_Top5	RYK	741.0	1882.0	1760.0
RYK_-_133969698.23-P1P2_h1_Top5	RYK	1767.0	3290.0	2987.0
RYR1_+_38924326.23-P1P2_h1_Top5	RYR1	1151.0	3615.0	2850.0
RYR1_+_38924336.23-P1P2_h1_Top5	RYR1	1533.0	3353.0	4108.0
RYR1_+_38924343.23-P1P2_h1_Top5	RYR1	1222.0	2148.0	2216.0
RYR1_+_38924366.23-P1P2_h1_Top5	RYR1	2466.0	3859.0	4639.0
RYR1_+_38924742.23-P1P2_h1_Top5	RYR1	1288.0	2837.0	2835.0
S100A11_+_152009025.23-P1P2_h1_Top5	S100A11	1274.0	2416.0	2846.0
S100A11_+_152009172.23-P1P2_h1_Top5	S100A11	1571.0	4142.0	4341.0
S100A11_+_152009236.23-P1P2_h1_Top5	S100A11	1253.0	3395.0	3255.0
S100A11_+_152009488.23-P1P2_h1_Top5	S100A11	2717.0	2970.0	3137.0
S100A11_-_152009089.23-P1P2_h1_Top5	S100A11	1618.0	3504.0	3698.0
S100A12_+_153346925.23-P2_h1_Top5	S100A12_P2	147.0	334.0	435.0
S100A12_+_153346950.23-P2_h1_Top5	S100A12_P2	973.0	3259.0	3141.0
S100A12_+_153347905.23-P1_h1_Top5	S100A12_P1	1569.0	2061.0	2540.0
S100A12_+_153347983.23-P1_h1_Top5	S100A12_P1	3938.0	7725.0	7629.0
S100A12_+_153347992.23-P1_h1_Top5	S100A12_P1	605.0	1103.0	1050.0
S100A12_+_153348064.23-P1_h1_Top5	S100A12_P1	957.0	2331.0	2595.0
S100A12_-_153346536.23-P2_h1_Top5	S100A12_P2	594.0	1397.0	1389.0
S100A12_-_153346899.23-P2_h1_Top5	S100A12_P2	990.0	3468.0	4084.0
S100A12_-_153346988.23-P2_h1_Top5	S100A12_P2	1152.0	3114.0	2857.0
S100A12_-_153348041.23-P1_h1_Top5	S100A12_P1	1192.0	2019.0	3129.0
S100A13_+_153599607.23-P1P2_h1_Top5	S100A13	1920.0	5200.0	5707.0
S100A13_+_153599935.23-P1P2_h1_Top5	S100A13	2253.0	4682.0	5086.0
S100A13_-_153599940.23-P1P2_h1_Top5	S100A13	3134.0	7165.0	7577.0
S100A13_-_153599961.23-P1P2_h1_Top5	S100A13	2343.0	5632.0	5626.0
S100A13_-_153599973.23-P1P2_h1_Top5	S100A13	1777.0	4421.0	4559.0
S100A1_+_153600923.23-P1_h1_Top5	S100A1_P1	2523.0	6205.0	7141.0
S100A1_+_153600937.23-P1_h1_Top5	S100A1_P1	651.0	1781.0	1985.0
S100A1_+_153600949.23-P1_h1_Top5	S100A1_P1	2053.0	1641.0	1953.0
S100A1_+_153601219.23-P1_h1_Top5	S100A1_P1	1025.0	1936.0	1918.0
S100A1_+_153603287.23-P2_h1_Top5	S100A1_P2	1019.0	283.0	259.0
S100A1_-_153601102.23-P1_h1_Top5	S100A1_P1	2812.0	6758.0	6437.0
S100A1_-_153603069.23-P2_h1_Top5	S100A1_P2	1396.0	2608.0	3063.0
S100A1_-_153603127.23-P2_h1_Top5	S100A1_P2	1146.0	3836.0	3436.0
S100A1_-_153603152.23-P2_h1_Top5	S100A1_P2	1296.0	3361.0	3507.0
S100A1_-_153603155.23-P2_h1_Top5	S100A1_P2	2454.0	7155.0	7743.0
S100A2_+_153537850.23-P1P2_h1_Top5	S100A2	935.0	2677.0	1776.0
S100A2_+_153537932.23-P1P2_h1_Top5	S100A2	2458.0	5741.0	5377.0
S100A2_+_153537957.23-P1P2_h1_Top5	S100A2	2730.0	7379.0	7807.0
S100A2_-_153537893.23-P1P2_h1_Top5	S100A2	1183.0	3714.0	3556.0
S100A2_-_153537989.23-P1P2_h1_Top5	S100A2	1189.0	3251.0	3351.0
